id,which_mesh,term,is_major_topic,qualifier_name
W1975821139,7,Animals,FALSE,
W2083754569,1,Intercellular Signaling Peptides and Proteins,TRUE,
W2083754569,2,Laminaria,TRUE,
W2083754569,3,Humans,FALSE,
W2048392007,1,Bacillus,TRUE,
W2048392007,2,Biological Products,TRUE,
W2048392007,3,Fluorescence,TRUE,
W2048392007,4,Gram-Positive Bacteria,TRUE,
W2048392007,5,Mycobacterium tuberculosis,TRUE,chemistry
W2048392007,6,Pterins,TRUE,
W2048392007,7,Mycobacterium tuberculosis,FALSE,
W2007938136,1,Oxythiamine,TRUE,
W2007938136,2,Pyrithiamine,TRUE,
W2007938136,3,Thiamine,TRUE,
W2007938136,4,Humans,FALSE,
W2017108456,1,Chromatography,TRUE,
W2017108456,2,Lysine,TRUE,analysis
W2017108456,3,Regression Analysis,TRUE,
W2017108456,4,Lysine,FALSE,
W2003203885,1,Blood,TRUE,
W2003203885,2,"Diabetes Mellitus, Experimental",TRUE,
W2003203885,3,Lipase,TRUE,
W2003203885,4,Animals,FALSE,
W2003203885,5,Rats,FALSE,
W2081441511,1,Dimenhydrinate,TRUE,
W2081441511,2,Motion Sickness,TRUE,
W2081441511,3,Humans,FALSE,
W2056655564,1,Micromanipulation,TRUE,
W2056655564,2,Microscopy,TRUE,instrumentation
W2056655564,3,Microscopy,FALSE,
W2005817929,1,Coloring Agents,TRUE,
W2005817929,2,Physiological Phenomena,TRUE,
W2005817929,3,Research Design,TRUE,
W2005817929,4,Tissue Culture Techniques,TRUE,
W2085072737,1,Nuclear Physics,TRUE,
W2085072737,2,X-Rays,FALSE,
W2047507077,1,"Kidneys, Artificial",TRUE,
W2047507077,2,Humans,FALSE,
W1652297451,1,Archaeology,TRUE,
W1652297451,2,Medicine,TRUE,
W1652297451,3,Paleontology,TRUE,
W1652297451,4,Nebraska,FALSE,
W2027186731,1,Erythrocytes,TRUE,
W2027186731,2,Reticulocytes,TRUE,
W2027186731,3,Thiouracil,TRUE,
W2027186731,4,Thiourea,TRUE,pharmacology
W2027186731,5,Uracil,TRUE,pharmacology
W2027186731,6,Thiourea,FALSE,
W2027186731,7,Uracil,FALSE,
W2059134206,1,Peptides,TRUE,
W2059134206,2,Trypanosoma,TRUE,
W2059134206,3,Trypanosoma cruzi,TRUE,
W2059134206,4,Humans,FALSE,
W2059134206,5,Intercellular Signaling Peptides and Proteins,FALSE,
W2002198814,1,Insecta,TRUE,
W2002198814,2,Animals,FALSE,
W2080228369,1,Research,TRUE,
W2080228369,2,Australia,FALSE,
W2080228369,3,Humans,FALSE,
W2038749568,1,Anti-Bacterial Agents,TRUE,
W2038749568,2,Anti-Infective Agents,TRUE,
W2085680996,1,Neoplasms,TRUE,
W2085680996,2,Sarcoma,TRUE,
W2085680996,3,Humans,FALSE,
W2018618208,1,Hydrogen-Ion Concentration,TRUE,
W2067568300,1,Brain,TRUE,
W2067568300,2,Encephalitis,TRUE,
W2067568300,3,Encephalitis Viruses,TRUE,
W2067568300,4,Solvents,TRUE,
W2067568300,5,Animals,FALSE,
W2067568300,6,Mice,FALSE,
W1989565651,1,Diaphragm,TRUE,
W1989565651,2,Gases,TRUE,analysis
W1989565651,3,Glass,TRUE,
W1989565651,4,Mass Spectrometry,TRUE,
W1989565651,5,Gases,FALSE,
W1989565651,6,Humans,FALSE,
W2089143643,1,Carbon Dioxide,TRUE,
W2089143643,2,Cerebellum,TRUE,
W2089143643,3,Chloramines,TRUE,
W2089143643,4,Seizures,TRUE,
W1975784413,1,Cell Nucleus,TRUE,
W1975784413,2,Isotopes,TRUE,
W1975784413,3,Nuclear Physics,TRUE,
W1975784413,4,Humans,FALSE,
W2078859717,1,Blood,TRUE,
W2078859717,2,Penicillins,TRUE,
W2064684113,1,Cold Temperature,TRUE,
W2064684113,2,Extreme Cold Weather,TRUE,
W2064684113,3,Animals,FALSE,
W1966663426,1,Actinomyces,TRUE,
W1966663426,2,Cell Respiration,TRUE,
W1966663426,3,Respiration,TRUE,
W1966663426,4,Streptomyces griseus,TRUE,
W1970167762,1,Cell Biology,TRUE,history
W1970167762,2,Cell Biology,FALSE,
W1970167762,3,Humans,FALSE,
W1998964878,1,Azo Compounds,TRUE,
W1998964878,2,Coloring Agents,TRUE,
W1998964878,3,Distemper,TRUE,
W1998964878,4,Eosine Yellowish-(YS),TRUE,
W1998964878,5,Inclusion Bodies,TRUE,
W1998964878,6,Methyl Green,TRUE,
W1998964878,7,Staining and Labeling,TRUE,methods
W1998964878,8,Animals,FALSE,
W1998964878,9,Dogs,FALSE,
W1998964878,10,Humans,FALSE,
W1998964878,11,Staining and Labeling,FALSE,
W1967807618,1,"2,4-Dichlorophenoxyacetic Acid",TRUE,
W1967807618,2,Fabaceae,TRUE,
W1967807618,3,Solutions,TRUE,
W2010605302,1,Laboratories,TRUE,instrumentation
W2010605302,2,Laboratories,FALSE,
W2014225552,1,Names,TRUE,
W2014225552,2,Terminology as Topic,TRUE,
W2152329675,1,Paraffin,TRUE,
W2152329675,2,Paraffin Embedding,TRUE,
W2152329675,3,Tissues,TRUE,
W2152329675,4,Humans,FALSE,
W2033247662,1,Diptera,TRUE,
W2033247662,2,Drosophila,TRUE,
W2033247662,3,Animals,FALSE,
W1970433038,1,Biological Phenomena,TRUE,
W1970433038,2,DNA,TRUE,
W1970433038,3,Nucleic Acids,TRUE,
W1970433038,4,Physiological Phenomena,TRUE,
W1971886529,1,Electroencephalography,TRUE,
W1971886529,2,Thinking,TRUE,
W1971886529,3,Humans,FALSE,
W1967759174,1,Blood Cells,TRUE,
W1967759174,2,Carbon,TRUE,
W1967759174,3,"Elements, Radioactive",TRUE,
W2034481116,1,Radiation,TRUE,complications
W2034481116,2,Radiation Injuries,TRUE,
W2034481116,3,Humans,FALSE,
W2034481116,4,Radiation,FALSE,
W2047599777,1,Genetics,TRUE,
W2047599777,2,Heterozygote,TRUE,
W2001161830,1,Cell Cycle Checkpoints,TRUE,
W2001161830,2,Furans,TRUE,
W2001161830,3,"Inhibition, Psychological",TRUE,
W2001161830,4,Mitosis,TRUE,
W2001161830,5,Humans,FALSE,
W2137071214,1,Robotics,TRUE,
W2137071214,2,Terminology as Topic,TRUE,
W2137071214,3,Animals,FALSE,
W2137071214,4,Movement,FALSE,
W2012029179,1,Biochemical Phenomena,TRUE,
W2012029179,2,Halogenation,TRUE,
W2012029179,3,Iodine,TRUE,
W2012029179,4,Proteins,TRUE,
W2012029179,5,Humans,FALSE,
W1993715700,1,Methylene Blue,TRUE,
W1993715700,2,Plasma,TRUE,
W1993715700,3,Humans,FALSE,
W2073543018,1,Body Fluids,TRUE,
W2073543018,2,Dentistry,TRUE,
W2073543018,3,Hand,TRUE,
W2073543018,4,Silicones,TRUE,
W2073543018,5,Sterilization,TRUE,
W2073543018,6,Humans,FALSE,
W1969767942,1,Genes,TRUE,
W1969767942,2,Patents as Topic,TRUE,legislation & jurisprudence
W1969767942,3,Base Sequence,FALSE,
W1969767942,4,Bioethics,FALSE,
W1969767942,5,DNA,FALSE,genetics
W1969767942,6,DNA,FALSE,
W1969767942,7,European Union,FALSE,
W1969767942,8,France,FALSE,
W1969767942,9,Humans,FALSE,
W1969767942,10,Patents as Topic,FALSE,
W1983141829,1,Molecular Weight,TRUE,
W1983141829,2,Humans,FALSE,
W4233181321,1,Nuclear Energy,TRUE,
W2005430904,1,Lakes,TRUE,
W2016115140,1,Electromagnetic Phenomena,TRUE,
W2016115140,2,Isotopes,TRUE,
W2018496397,1,"Financing, Government",TRUE,
W2018496397,2,Research Support as Topic,TRUE,
W2018496397,3,Budgets,FALSE,
W2018496397,4,Government,FALSE,
W2018496397,5,Maryland,FALSE,
W2018496397,6,United States,FALSE,
W1967467383,1,Electron Transport Complex II,TRUE,
W1967467383,2,Regression Analysis,TRUE,
W1967467383,3,Succinate Dehydrogenase,TRUE,
W1967467383,4,Tetrazolium Salts,TRUE,
W2069226156,1,Carbohydrate Metabolism,TRUE,
W2069226156,2,Carbon,TRUE,
W2069226156,3,Carbon Isotopes,TRUE,
W2069226156,4,Organic Chemicals,TRUE,
W2069226156,5,Photosynthesis,TRUE,
W2069226156,6,Sucrose,TRUE,
W2047335289,1,Fungi,TRUE,
W2047335289,2,Plants,TRUE,
W2022644062,1,Electricity,TRUE,
W2022644062,2,Tellurium,TRUE,
W2052176289,1,Carboxylesterase,TRUE,
W2052176289,2,Cholinesterases,TRUE,blood
W2052176289,3,Esterases,TRUE,
W2052176289,4,Isoflurophate,TRUE,pharmacology
W2052176289,5,Social Behavior,TRUE,
W2052176289,6,Animals,FALSE,
W2052176289,7,Cholinesterases,FALSE,
W2052176289,8,Isoflurophate,FALSE,
W2052176289,9,Rats,FALSE,
W1985359778,1,Tellurium,TRUE,
W1985359778,2,Humans,FALSE,
W1988751089,1,Cytochromes,TRUE,
W1988751089,2,Ultracentrifugation,TRUE,
W2013850944,1,Carbohydrate Metabolism,TRUE,
W2013850944,2,Glucose,TRUE,metabolism
W2013850944,3,Radioactivity,TRUE,
W2013850944,4,Glucose,FALSE,
W2085209033,1,Erythrocytes,TRUE,
W2085209033,2,Humans,FALSE,
W2011371764,1,Penicillin G,TRUE,
W2011371764,2,Penicillins,TRUE,
W2011371764,3,Sodium,TRUE,
W2011371764,4,"Sodium, Dietary",TRUE,
W2011371764,5,Humans,FALSE,
W2082602538,1,Chemistry,TRUE,
W2082602538,2,Coloring Agents,TRUE,
W2073356059,1,Radioactivity,TRUE,
W2073356059,2,Radiometry,TRUE,
W1993307782,1,Anti-Bacterial Agents,TRUE,
W1993307782,2,Brucellosis,TRUE,therapy
W1993307782,3,Chloramphenicol,TRUE,therapeutic use
W1993307782,4,Brucellosis,FALSE,
W1993307782,5,Chloramphenicol,FALSE,
W2050907136,1,Science,TRUE,
W2050907136,2,Social Conditions,TRUE,
W2050907136,3,Humans,FALSE,
W2053574192,1,Audiovisual Aids,TRUE,
W2053574192,2,Household Articles,TRUE,
W2053574192,3,Photography,TRUE,
W2056930726,1,Bivalvia,TRUE,
W2056930726,2,Mollusca,TRUE,
W2056930726,3,Shellfish,TRUE,
W2056930726,4,Animals,FALSE,
