inst_id,inst,country_code,country,city,region,type,which_inst,associated,associated_id,associated_country,associated_type,associated_rel,which_assoc
I100532134,Claude Bernard University Lyon 1,FR,France,Villeurbanne,,education,1,University of Lyon System,I203339264,FR,education,parent,55
I100532134,Claude Bernard University Lyon 1,FR,France,Villeurbanne,,education,1,Centre Hospitalier Lyon Sud,I4210113288,FR,healthcare,related,56
I100532134,Claude Bernard University Lyon 1,FR,France,Villeurbanne,,education,1,Hospices Civils de Lyon,I4210100596,FR,healthcare,related,57
I100532134,Claude Bernard University Lyon 1,FR,France,Villeurbanne,,education,1,Laboratoire Interuniversitaire de Biologie de la Motricité,I4210150602,FR,facility,related,58
I100066346,University of Stuttgart,DE,Germany,Stuttgart,,education,2,Center for Integrated Quantum Science and Technology,I4210113675,DE,facility,child,1
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,National University of Ireland,I181231927,IE,education,parent,1
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Cappagh National Orthopaedic Hospital,I2800368556,IE,healthcare,related,2
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Children's Health Ireland at Crumlin,I3017411684,IE,healthcare,related,3
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Mater Misericordiae University Hospital,I2803071314,IE,healthcare,related,4
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Midland Regional Hospital Mullingar,I2800256735,IE,healthcare,related,5
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,National Maternity Hospital,I4210135910,IE,healthcare,related,6
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Our Lady's Hospital,I4210141445,IE,healthcare,related,7
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Royal Victoria Eye and Ear Hospital,I2802509250,IE,healthcare,related,8
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,St Michael’s Hospital,I4210089665,IE,healthcare,related,9
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,St. Columcille's Hospital,I4210119823,IE,healthcare,related,10
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,St. Luke's General Hospital,I4210159346,IE,healthcare,related,11
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,St. Vincent's University Hospital,I4210115218,IE,healthcare,related,12
I100930933,University College Dublin,IE,Ireland,Dublin,Dublin,education,3,Wexford General Hospital,I2801434497,IE,healthcare,related,13
I10091056,Kanazawa University,JP,Japan,Kanazawa,,education,4,Kanazawa University Hospital,I4210104330,JP,healthcare,related,1
I100005738,Brigham Young University,US,United States,Provo,Utah,education,5,,,,,,1
I101202996,Semmelweis University,HU,Hungary,Budapest,,education,6,,,,,,1
I10052268,New Mexico State University,US,United States,Las Cruces,New Mexico,education,7,New Mexico Space Grant Consortium,I4210097264,US,facility,child,1
I10052268,New Mexico State University,US,United States,Las Cruces,New Mexico,education,7,New Mexico State University Carlsbad,I2800795933,US,education,child,2
I10052268,New Mexico State University,US,United States,Las Cruces,New Mexico,education,7,New Mexico State University Grants,I4210136290,US,education,child,3
I10052268,New Mexico State University,US,United States,Las Cruces,New Mexico,education,7,San Juan College,I2799883632,US,education,child,4
I101100930,Universidade Federal de Juiz de Fora,BR,Brazil,Juiz de Fora,,education,8,Hospital Universitário - Universidade Federal de Juiz de Fora,I4210088805,BR,healthcare,related,1
I100188998,Harbin University of Science and Technology,CN,China,Harbin,,education,9,,,,,,1
I100887729,Andhra University,IN,India,Visakhapatnam,Andhra Pradesh,education,10,,,,,,1
I100288624,John Innes Centre,GB,United Kingdom,Norwich,,facility,11,Agricultural and Food Research Council,I1289912481,GB,government,parent,1
I100288624,John Innes Centre,GB,United Kingdom,Norwich,,facility,11,Biotechnology and Biological Sciences Research Council,I2799693246,GB,government,parent,2
I100538780,Wesleyan University,US,United States,Middletown,Connecticut,education,12,,,,,,1
I101407740,Chandigarh University,IN,India,Mohali,,education,13,,,,,,1
I100116408,University of Port Harcourt,NG,Nigeria,Port Harcourt,,education,14,University of Port Harcourt Teaching Hospital,I2799567373,NG,healthcare,related,1
I100633361,University of Massachusetts Dartmouth,US,United States,New Bedford,Massachusetts,education,15,University of Massachusetts System,I2802841742,US,education,parent,1
I100072489,Yeditepe University,TR,Turkey,Istanbul,,education,16,Yeditepe University Hospital,I4210150802,TR,healthcare,related,1
I100063501,Brighton and Sussex Medical School,GB,United Kingdom,Brighton,,education,17,University of Brighton,I71637028,GB,education,parent,1
I100063501,Brighton and Sussex Medical School,GB,United Kingdom,Brighton,,education,17,University of Sussex,I162608824,GB,education,parent,2
I100063501,Brighton and Sussex Medical School,GB,United Kingdom,Brighton,,education,17,Brighton General Hospital,I4210148921,GB,healthcare,related,3
I100063501,Brighton and Sussex Medical School,GB,United Kingdom,Brighton,,education,17,Princess Royal Hospital,I2802652698,GB,healthcare,related,4
I100063501,Brighton and Sussex Medical School,GB,United Kingdom,Brighton,,education,17,Royal Sussex County Hospital,I2800342113,GB,healthcare,related,5
I100357981,Wannan Medical College,CN,China,Wuhu,,healthcare,18,First Affiliated Hospital of Wannan Medical College,I4210167381,CN,healthcare,related,1
I100445878,École Centrale de Nantes,FR,France,Nantes,,education,19,Institut de Recherche en Génie Civil et Mécanique,I4210137520,FR,facility,child,1
I100445878,École Centrale de Nantes,FR,France,Nantes,,education,19,LabexMER,I4210087604,FR,facility,child,2
I100445878,École Centrale de Nantes,FR,France,Nantes,,education,19,"Laboratoire de Recherche Hydrodynamique, Energétique et Environnement Atmosphérique",I4210153154,FR,facility,child,3
I100445878,École Centrale de Nantes,FR,France,Nantes,,education,19,Laboratoire des Sciences du Numérique de Nantes,I4210117005,FR,facility,child,4
I100722782,Fukuoka Institute of Technology,JP,Japan,Fukuoka,,education,20,,,,,,1
I100098275,Engelhardt Institute of Molecular Biology,RU,Russia,Moscow,,facility,21,Department of Biological Sciences,I4210129690,RU,government,parent,1
I100135526,BGI Group (China),CN,China,Shenzhen,,company,22,BGI Group (Japan),I4210108196,JP,company,child,1
I100286613,Hunan Institute of Science and Technology,CN,China,Yueyang,,education,23,,,,,,1
I10011244,Huanggang Normal University,CN,China,Huangzhou,,education,24,,,,,,1
I100191712,Pepperdine University,US,United States,Malibu,California,education,25,,,,,,1
I10108838,National University of Salta,AR,Argentina,Salta,,education,26,Centro Científico Tecnológico Salta - Jujuy,I4210150383,AR,facility,related,1
I100205273,Universidad Técnica Particular de Loja,EC,Ecuador,Loja,,education,27,,,,,,1
I100296615,École Nationale de l’Aviation Civile,FR,France,Toulouse,,education,28,Federal University of Toulouse Midi-Pyrénées,I17866349,FR,education,parent,1
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (Belgium),I4210110772,BE,company,child,1
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (Canada),I4210112299,CA,company,child,2
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (China),I4210089981,CN,company,child,3
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (Czechia),I4210128370,CZ,company,child,4
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (Japan),I4210087050,JP,company,child,5
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (Slovakia),I4210164670,SK,company,child,6
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (South Korea),I4210141653,KR,company,child,7
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (Taiwan),I4210100961,TW,company,child,8
I100625452,ON Semiconductor (United States),US,United States,Phoenix,Arizona,company,29,ON Semiconductor (United Kingdom),I4210087492,GB,company,child,9
I100051649,Privolzhsky Research Medical University,RU,Russia,Nizhny Novgorod,,education,30,,,,,,1
I100681346,Forest Institute,US,United States,Springfield,Missouri,education,31,,,,,,1
I101240087,High Point University,US,United States,High Point,North Carolina,education,32,The People of the United Methodist Church,I4210162304,US,other,related,1
I100086675,Al-Hussein Bin Talal University,JO,Jordan,Ma'an,,education,33,,,,,,1
I101072179,Tomsk State Pedagogical University,RU,Russia,Tomsk,,education,34,,,,,,1
I100352790,Abia State University,NG,Nigeria,Aba,,education,35,,,,,,1
I100236772,St. Lawrence University,US,United States,Canton,New York,education,36,,,,,,1
I100248960,Ashikaga University,JP,Japan,Ashikaga,,education,37,,,,,,1
I101466613,Swedish Defence University,SE,Sweden,Stockholm,,education,38,,,,,,1
I100084298,University of Mendoza,AR,Argentina,Mendoza,,education,39,,,,,,1
I10017102,Agricultural University of Tirana,AL,Albania,Tirana,Durrës,education,40,,,,,,1
I100621029,Bank of America,US,United States,Charlotte,North Carolina,other,41,,,,,,1
I101326570,National Institute of Technology Sikkim,IN,India,Gangtok,,education,42,,,,,,1
I101343708,Mercer (Czechia),CZ,Czechia,Prague,,company,43,,,,,,1
I100653424,Yamashina Institute for Ornithology,JP,Japan,Abiko,,facility,44,,,,,,1
I100417612,CJ CheilJedang (South Korea),KR,South Korea,Seoul,,company,45,,,,,,1
I100019715,Australian Institute of Criminology,AU,Australia,Canberra,Australian Capital Territory,government,46,Attorney-General's Department Australia,I4210163045,AU,government,parent,1
I100162341,Luminex (United States),US,United States,Austin,Texas,company,47,Luminex (Canada),I4210118542,CA,company,child,1
I100754635,Wilmington College,US,United States,Wilmington,Ohio,education,48,,,,,,1
I10024668,The Francis Crick Institute,GB,,,,facility,49,,,,,,1
I101167994,Rio Hondo College,US,United States,Whittier,California,education,50,,,,,,1
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Center for Discrete Mathematics and Theoretical Computer Science,I2799411422,US,facility,child,1
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,New Jersey Space Grant Consortium,I4210086200,US,other,child,2
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Hackensack University Medical Center,I1324520350,US,healthcare,related,3
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,John F. Kennedy Medical Center,I4210162446,US,healthcare,related,4
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Muhlenberg Regional Medical Center,I2801555636,US,healthcare,related,5
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Overlook Medical Center,I2800099964,US,healthcare,related,6
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Raritan Bay Medical Center,I4210118587,US,healthcare,related,7
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Riverview Medical Center,I2802992155,US,healthcare,related,8
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Robert Wood Johnson University Hospital,I1297760795,US,healthcare,related,9
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Saint Barnabas Medical Center,I1283092701,US,healthcare,related,10
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Saint Peter's University Hospital,I1339963072,US,healthcare,related,11
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,Somerset Medical Center,I2800054365,US,healthcare,related,12
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,The Bristol-Myers Squibb Children's Hospital,I4210146588,US,healthcare,related,13
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,"University Hospital, Newark",I2801683584,US,healthcare,related,14
I102322142,"Rutgers, The State University of New Jersey",US,United States,New Brunswick,New Jersey,education,51,VA New Jersey Health Care System,I4210087687,US,healthcare,related,15
I102335020,Karlsruhe Institute of Technology,DE,Germany,Karlsruhe,,education,52,DVGW-Forschungsstelle am Engler-Bunte-Institut des Karlsruher Instituts für Technologie,I4210144470,DE,facility,child,1
I102335020,Karlsruhe Institute of Technology,DE,Germany,Karlsruhe,,education,52,Helmholtz-Institute Ulm,I4210129763,DE,government,child,2
I102335020,Karlsruhe Institute of Technology,DE,Germany,Karlsruhe,,education,52,Helmholtz Association of German Research Centres,I1305996414,DE,government,parent,3
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Biology of Extremophiles Laboratory,I4210135103,FR,facility,child,1
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Centre for Nanoscience and Nanotechnology,I4210100562,FR,facility,child,2
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Centre for Research in Epidemiology and Population Health,I4210103698,FR,facility,child,3
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Department of Mathematics and their Applications,I4210127506,FR,facility,child,4
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Département de Mathématiques,I3019441195,FR,facility,child,5
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,"Fluides, Automatique et Systèmes Thermiques",I4210118056,FR,facility,child,6
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Genetic Stability and Oncogenesis,I4210142686,FR,facility,child,7
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Genotoxic Stress and Cancer,I4210106963,FR,facility,child,8
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Geosciences Paris Sud,I4210146095,FR,facility,child,9
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Génétique Quantitative et Évolution Le Moulon,I4210098344,FR,facility,child,10
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Imagerie par Résonance Magnétique Médicale et Multi-Modalités,I4210158942,FR,facility,child,11
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,"Inflammation, Chemokines and Immunopathology",I4210166412,FR,facility,child,12
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut Galien Paris Sud,I4210117966,FR,facility,child,13
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut d'Astrophysique Spatiale,I4210103272,FR,facility,child,14
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut d'Imagerie Biomédicale,I4210090001,FR,government,child,15
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut de Chimie Moléculaire et des Matériaux d'Orsay,I4210151467,FR,facility,child,16
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut de Chimie des Substances Naturelles,I1298838906,FR,facility,child,17
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut de Mécanique Céleste et de Calcul des Éphémérides,I54006703,FR,facility,child,18
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut des Sciences Moléculaires d'Orsay,I4210121618,FR,facility,child,19
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institut des Sciences des Plantes de Paris Saclay,I4210090571,FR,facility,child,20
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Institute of Integrative Biology of the Cell,I4210106617,FR,facility,child,21
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Interactions Cellulaires et Physiopathologie Hépathique,I4210162761,FR,facility,child,22
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire Aimé Cotton,I4210115729,FR,facility,child,23
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire Charles Fabry,I4210136114,FR,facility,child,24
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,"Laboratoire Complexité, Innovation et Activités Motrices et Sportives",I4210093696,FR,facility,child,25
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,I4210115485,FR,facility,child,26
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire de Chimie Physique,I4210109968,FR,facility,child,27
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire de Génie Électrique et Électronique de Paris,I3019908861,FR,facility,child,28
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire de Physique des Gaz et des Plasmas,I4210134955,FR,facility,child,29
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire de Physique des Plasmas,I4210151406,FR,facility,child,30
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire de Recherche en Informatique,I4210144804,FR,facility,child,31
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire des Signaux & Systèmes,I4210097418,FR,facility,child,32
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratoire pour l'Utilisation des Lasers Intenses,I4210087526,FR,facility,child,33
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratory Signaling and Cardiovascular Pathophysiology,I4210156412,FR,facility,child,34
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratory for Vectorology in Anticancer Therapy,I4210095421,FR,facility,child,35
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratory of Solid State Physics,I2799857465,FR,facility,child,36
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratory of Systems & Applications of Information & Energy Technologies,I4210136613,FR,facility,child,37
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Laboratory of Theoretical Physics and Statistical Models,I4210097733,FR,facility,child,38
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Maison de la Simulation,I4210125654,FR,facility,child,39
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Neuroimaging and Psychiatry,I4210130609,FR,facility,child,40
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Paris-Saclay Institute of Neuroscience,I4210086740,FR,facility,child,41
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Pathophysiology and Novel Therapies,I4210106344,FR,facility,child,42
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,"Systèmes Membranaires, Photobiologie, Stress et Détoxication",I4210161675,FR,facility,child,43
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Unité Mixte de Physique CNRS/Thales,I4210120156,FR,facility,child,44
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,"Écologie, Systématique et Évolution",I4210091490,FR,facility,child,45
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,"Évolution, Génomes, Comportement, Écologie",I4210100071,FR,facility,child,46
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,University of Paris-Saclay,I277688954,FR,education,parent,47
I102197404,University of Paris-Sud,FR,France,Orsay,,education,53,Hôpital Marie Lannelongue,I4210120939,FR,healthcare,related,48
I102134673,Linköping University,SE,Sweden,Linköping,,education,54,Linköping University Hospital,I4210151885,SE,healthcare,related,1
I102064193,University of Siena,IT,Italy,Siena,,education,55,Azienda Ospedaliera Universitaria Senese,I4210134849,IT,healthcare,related,1
I101479585,South China Agricultural University,CN,China,Guangzhou,,education,56,,,,,,1
I102149020,University of North Carolina at Charlotte,US,United States,Charlotte,North Carolina,education,57,University of North Carolina System,I4210158053,US,education,parent,1
I102461120,Marquette University,US,United States,Milwaukee,Wisconsin,education,58,,,,,,1
I102502594,Northern Illinois University,US,United States,DeKalb,Illinois,education,59,NIU Observatory,I4210118316,US,facility,child,1
I102607778,Cleveland State University,US,United States,Cleveland,Ohio,education,60,University System of Ohio,I2802096936,US,education,parent,1
I102208913,Shihezi University,CN,China,Shihezi,,education,61,,,,,,1
I101527212,Statens Serum Institut,DK,Denmark,Copenhagen,Hovedstaden,facility,62,Bandim Health Project,I130346340,GW,nonprofit,child,1
I102248843,Vienna University of Economics and Business,AT,Austria,Vienna,Niederösterreich,education,63,Complexity Science Hub Vienna,I4210112164,AT,nonprofit,related,1
